"spectrum_name","peak_name","m.f","b.f","center.a.f","fmax.a.f","beta.sq.a.f","m.f.err","b.f.err","center.a.f.err","fmax.a.f.err","beta.sq.a.f.err"
"170117 1353 Ne on laser off.txt","CO2_1285",-0.0149939330632532,43.5382076930139,1275.20333547081,58.8213392974351,0.796383267403636,0.0748293768922039,96.2199645520185,0.0385049522936926,4.99730948357157,0.147949665471761
"170117 1353 Ne on laser off.txt","Ne_1031",-0.176534025482394,201.692793888194,1031.69047045077,341.518898224108,1.16622429918063,0.0834913213383979,85.9773188776018,0.00447165338552509,3.01082985724939,0.0234812520439251
